Voice_mean,Voice_std,Voice_min,Voice_max,Voice_fft0,Voice_fft1,Voice_fft2,Voice_fft3,Voice_fft4,Acceleration X_mean,Acceleration X_std,Acceleration X_min,Acceleration X_max,Acceleration X_fft0,Acceleration X_fft1,Acceleration X_fft2,Acceleration X_fft3,Acceleration X_fft4,Acceleration Y_mean,Acceleration Y_std,Acceleration Y_min,Acceleration Y_max,Acceleration Y_fft0,Acceleration Y_fft1,Acceleration Y_fft2,Acceleration Y_fft3,Acceleration Y_fft4,Acceleration Z_mean,Acceleration Z_std,Acceleration Z_min,Acceleration Z_max,Acceleration Z_fft0,Acceleration Z_fft1,Acceleration Z_fft2,Acceleration Z_fft3,Acceleration Z_fft4,Gyro X_mean,Gyro X_std,Gyro X_min,Gyro X_max,Gyro X_fft0,Gyro X_fft1,Gyro X_fft2,Gyro X_fft3,Gyro X_fft4,Gyro Y_mean,Gyro Y_std,Gyro Y_min,Gyro Y_max,Gyro Y_fft0,Gyro Y_fft1,Gyro Y_fft2,Gyro Y_fft3,Gyro Y_fft4,Gyro Z_mean,Gyro Z_std,Gyro Z_min,Gyro Z_max,Gyro Z_fft0,Gyro Z_fft1,Gyro Z_fft2,Gyro Z_fft3,Gyro Z_fft4,Temperature_mean,Temperature_std,Temperature_min,Temperature_max,Temperature_fft0,Temperature_fft1,Temperature_fft2,Temperature_fft3,Temperature_fft4,label,speed_start,speed_end,Speed_Range
1417.3092909535453,421.92969313950636,0.0,2930.0,2318718.0,14441.833328327702,8658.295014226585,21500.704474205366,23086.523928893163,-0.10751833740831296,1.3491486323084745,-15.93,17.53,175.89999999999998,178.07949833821328,129.148251068129,52.317092089012505,78.43158578499174,0.0025733496332518363,1.3723585132443017,-14.84,11.89,4.210000000000024,64.3344445879725,54.261318863266574,10.921627886719289,37.709956024845425,9.8119804400978,1.3552927090653781,-6.83,25.27,16052.4,100.82895227749707,89.89831912688466,34.67583322950591,58.877383522668865,-0.009431540342298293,2.4762138574952814,-22.31,22.99,15.429999999999996,46.77850868410799,80.20459844546936,61.382022819707075,92.44209717722673,-0.03977383863080685,3.4512185949207606,-39.0,35.98,65.06999999999995,162.65437322832662,161.43814653585005,60.81968567991839,155.00208969380398,-0.002597799511002442,2.6520347471964723,-16.92,22.19,4.249999999999968,28.446611484534756,34.78981139134977,63.187715463582286,47.71399594697232,24.761088019559903,4.144615387888718,18.23,28.48,40509.14,3989.4329173417473,1920.2755254435442,366.3306502770174,949.6827928632131,healthynotchlong,40.0,50.0,40.0_50.0
1413.129426129426,426.0474262078145,0.0,2930.0,2314706.0,18786.36056304353,20036.51837703551,20265.50212757682,20378.950054762656,-0.22543956043956043,1.0870526836107577,-15.0,10.56,369.27,150.17385935783395,95.10830237532534,30.925462697472373,33.16164670090709,0.029383394383394375,1.5519696173113657,-16.89,16.98,48.13,72.5269313914239,79.05950792168746,37.80870353366121,55.66496967155837,9.781776556776556,0.8883108534152603,-0.59,17.85,16022.55,24.042616242284716,16.482997491525246,5.7527578719979795,4.609028829467664,-0.016984126984126997,1.890625143168915,-23.79,18.75,27.81999999999999,118.17298437692752,67.08546072234141,20.5669444117336,30.383277219575803,0.11946886446886443,3.2411124311191553,-28.87,36.65,195.69000000000003,199.06086184158417,180.333921840822,185.0475290631302,203.8416819219893,0.04315018315018314,2.812895251842084,-20.75,19.84,70.67999999999998,61.5473892363427,72.7234699623465,31.843092572106695,71.96947645201497,24.310115995115996,4.711442056343407,17.49,27.97,39819.97,4490.468986584857,2285.1723379058826,194.14813104609095,1139.6918952119518,healthynotchshort,40.0,50.0,40.0_50.0
1409.7625152625153,425.63548167313206,0.0,2928.0,2309191.0,30870.459813258607,15177.720398664487,15529.458993539702,16989.477402930937,-0.10764346764346767,1.183492509488474,-17.77,14.14,176.32,138.07476570483252,75.42347939367191,67.40589518244268,64.89016758412383,-0.03659340659340658,1.3381916960547853,-14.56,10.52,59.94,30.997442469460797,29.92236430875826,65.95256971155521,10.834465851285955,9.778247863247863,1.0844773535030605,-3.58,24.17,16016.77,30.833032953063174,36.663891042423195,24.39481370323221,52.969392860069114,-0.063009768009768,2.4910416126881345,-25.4,32.71,103.20999999999998,87.3032695059556,36.58417125268249,53.17522749872669,43.3317611395634,0.04955433455433453,3.5085107735021075,-30.4,38.82,81.17000000000003,142.38433880647585,112.84505659785748,89.01277242180228,167.61121365333702,-0.013369963369963362,3.098820623051211,-21.02,18.28,21.89999999999999,25.68687404514611,35.57134582494927,75.02798825033668,45.53290880011629,24.58164835164835,4.658177662869751,17.75,28.56,40264.740000000005,4484.678357735068,2184.1748227444855,282.09567209529024,1090.8086233443676,healthyscracth,40.0,50.0,40.0_50.0
1408.5396825396826,413.0107826013192,0.0,2928.0,2307188.0,29892.127944074553,8502.937060105367,23884.03046509996,17736.22171757175,-0.2264835164835165,1.0307015833895852,-14.19,10.92,370.98,134.9472035442753,71.32944009311831,38.05560406529221,23.187802374279865,-0.024133089133089126,1.2170732721609863,-14.72,11.11,39.53,81.15795660636846,70.2804724243008,53.85147924300586,64.80949461576594,9.754529914529915,0.9723382903787255,-0.41,21.32,15977.919999999998,34.54728714532467,31.192370126575454,49.272064271280776,16.660100820657846,-0.06307081807081806,2.3334838849631785,-33.54,31.32,103.31,62.308535582179566,23.122037262060427,91.02140797431188,99.52499634654414,0.1972161172161172,3.5898255614099073,-42.66,38.99,323.04,197.65186781257702,195.65486823092667,308.3525659868436,193.0707541541409,-0.006978021978021976,3.2632065981677085,-23.78,16.32,11.429999999999993,10.292456830361859,11.939668000841221,51.665688930192765,19.237905170822142,24.352789987789986,4.679740487633577,17.57,27.95,39889.87,4465.32798362583,2262.8797016493468,185.80118888749678,1128.1949895873065,healthysinglecutlong,40.0,50.0,40.0_50.0
1426.8152661962797,435.84530595462894,0.0,2928.0,2224405.0,21773.807673450006,11345.624986929088,27726.746412673096,28569.536726448434,-0.20992944194996796,1.3086259661691024,-18.11,14.77,327.2800000000001,81.53792637169194,31.517444004670896,48.49247203584631,45.5148519048756,-0.01879409878127004,1.5980845520018114,-21.45,20.97,29.30000000000002,29.94001426066456,48.54516828376854,33.18778185189913,32.81447443404489,9.77959589480436,0.9732979734396929,-5.41,19.79,15246.390000000003,37.50020300518708,44.552072265468986,16.844402866742804,45.019857662094786,0.007953816549069912,2.1954405743217724,-25.17,22.23,12.399999999999979,170.11532813625928,128.55941851014396,33.86349754974514,54.44409056062219,0.0667928159076331,3.1119476940237387,-31.91,34.45,104.13000000000001,91.32429464111377,94.33260504644419,81.89134413544954,59.40767983431874,-0.019095574085952523,3.2016535601794165,-21.06,16.65,29.769999999999975,71.73733141071028,73.20451030543894,66.97455165802512,114.41813270645132,24.214304041051957,4.820910409622226,17.46,28.03,37750.100000000006,4448.040381784397,2064.2763750749436,341.8616735176911,1180.9824264029978,healthysinglecutshort,40.0,50.0,40.0_50.0
1416.078144078144,439.66257180215626,0.0,2930.0,2319536.0,16697.436242662126,1819.6480507973122,33106.646296632665,26234.297402337164,-0.1945970695970696,1.2988927575610885,-15.68,19.08,318.75,171.90417027310536,89.95145712633513,31.53143273740982,5.311474242821373,0.028321123321123323,1.6448047271358708,-21.37,22.63,46.389999999999986,40.275749333477656,35.214296274195085,39.29999860493873,28.57885524664861,9.79326617826618,0.9548618685450736,-0.92,24.31,16041.369999999999,33.398957404839564,40.00123509771121,10.621469694864473,54.50878951928644,-0.038382173382173396,2.24790881151431,-26.8,21.81,62.87,114.80670564237795,71.83713503075025,16.141031852258724,29.722221617370554,0.017576312576312567,3.449068451853099,-32.74,37.73,28.79000000000002,122.30764992974375,123.35191989630334,32.96788912982291,120.80715438911409,0.03264346764346765,3.401604201541818,-19.13,20.67,53.470000000000006,18.908453358536697,12.530130984811708,3.6273231400232615,42.27360606832781,24.62647741147741,4.723516038888435,17.64,28.63,40338.17,4460.864719364663,2341.533640516121,299.1573607419527,1167.5306922847365,healthytwocutlong,40.0,50.0,40.0_50.0
1421.7134387351778,454.7257816087807,0.0,2934.0,2158161.0,4558.399413337233,20800.8893805283,34412.383994473705,8761.246978825564,-0.1564558629776021,1.1720131022390659,-14.68,11.11,237.50000000000003,131.24179096608623,99.28354389887276,21.41851648047629,31.49216280234088,0.06940052700922267,1.2269584797326536,-13.47,12.92,105.35,82.58012085970202,49.792416383366636,92.97818314693833,83.03618450463297,9.759532279314888,1.0868868549758575,-4.73,20.06,14814.970000000001,42.68754737397426,47.29884286751223,45.53921732579464,24.346783856788697,0.09796442687747038,2.4112565415995224,-28.49,34.39,148.70999999999998,87.09065802507504,99.07676218902746,136.05590907237945,102.36936262968071,0.07221343873517784,3.5007156959622443,-40.36,35.12,109.62,182.76219579393825,203.37507742809248,101.7051047190526,180.62478393628191,0.10574440052700923,3.004712757347739,-17.47,21.79,160.52000000000004,63.815677880860946,64.86953392046911,131.03544463082466,45.27963622127324,24.063043478260866,4.88950707193903,17.39,28.15,36527.7,4424.799995555803,1947.1897813859487,454.12088896389656,1206.3353128460674,healthytwocutshort,40.0,50.0,40.0_50.0
1420.5409035409036,421.15989379487235,0.0,2929.0,2326846.0,32295.32025206952,16039.607827674196,27513.72893114182,10439.358972438478,-0.28023199023199025,2.9896853930805722,-48.61,31.72,459.02,159.4572822672567,43.020584884869415,56.7779689517563,25.691572084733572,0.022692307692307685,6.000081350024576,-78.75,78.21,37.16999999999996,129.41806313270027,137.49239604269383,14.52869104482741,134.38183753738235,9.612588522588522,3.43195413322595,-67.59,33.28,15745.419999999998,201.81093163327262,202.97526173158812,265.63578943652345,202.38345662778346,0.45375457875457875,25.160518456834144,-383.21,504.54,743.2499999999998,536.9391828544666,555.013890494637,749.3378940935776,623.8680510563795,0.513956043956044,23.14023024998861,-275.28,499.31,841.8599999999997,510.7534745910254,557.0899904014577,818.9090858145416,479.999402113028,0.4726251526251527,27.8740044748706,-338.5,423.32,774.1600000000002,645.017548679997,618.5760565295662,723.8013800620132,604.1233979428315,24.301892551892553,4.760644389353811,17.38,28.02,39806.5,4537.714707517895,2309.0900594825125,194.71592555210322,1151.50632308943,healthywarped,40.0,50.0,40.0_50.0
1419.443873807777,436.9787425775661,0.0,2928.0,1934702.0,8862.131168713637,11085.926759811337,17487.965576487943,32038.16863639794,0.002868672046955241,1.347742952640451,-15.41,11.92,3.9099999999999966,5.425239873927751,4.542091585507696,6.983210750665161,2.2999401624502274,-0.014159941305942761,2.128651541017494,-15.98,18.12,19.299999999999986,103.85037209267246,68.52976584576119,68.6554246599008,111.38902889256485,9.788532648569333,1.84461363460383,-8.53,26.86,13341.769999999999,41.650819347507245,29.795287710147395,21.394807070240386,39.66427701508291,0.016302274394717556,2.5319689448497877,-16.24,33.0,22.220000000000027,161.23110784269045,138.5241048937546,159.35467356683003,184.79314801607947,-0.2518048422597212,8.43216090107077,-76.69,66.19,343.21000000000004,89.52822551699278,248.02649705719645,262.3129494592155,119.1615909607775,-0.1074321349963316,4.940296462367077,-36.97,35.95,146.42999999999995,159.70389655737102,157.00954986182472,165.48482944975993,167.1819984055866,25.116449009537785,3.873140802010458,17.3,27.5,34233.72,2494.5924377089073,1973.1908117517216,1319.4311198402072,637.3167046511762,notchlong,40.0,50.0,40.0_50.0
1398.8227383863082,440.3214294618841,0.0,2928.0,2288474.0,31231.645590914148,20497.995007525617,30413.87979308161,31102.328988725865,-0.020134474327628365,0.6029330157865442,-6.13,9.47,32.94000000000001,25.297252445727693,17.15219137941591,18.62473040933795,20.22618698315854,0.014743276283618576,0.33423780403038744,-3.08,3.22,24.119999999999994,16.396957440441863,21.51834356293695,18.540082619951985,12.12439504022592,9.791870415647923,0.4865044700152456,4.85,15.2,16019.5,28.97225241854606,19.850757182468655,14.778099871468106,18.31408309492109,-0.1033557457212714,0.6883474225843212,-6.02,9.62,169.09,91.34965494551557,55.33192775886755,28.31986357125473,9.68853810674638,-0.04581907090464548,1.8735065776132245,-22.44,19.65,74.96,48.1007539989033,22.41900706778642,44.94050153893018,36.59092462086741,-0.02149755501222494,2.45242784637613,-15.01,14.82,35.16999999999999,4.951888545041906,14.291290957958749,38.308130422320055,27.89931369127215,23.36927261613692,3.7025407448460625,18.2,27.31,38232.12999999999,3645.4584544089653,1603.0875691138024,188.03463726648314,792.5187324156718,notchshort,40.0,50.0,40.0_50.0
